0,20180213123430,1125.5,14808700
1,20180213123445,1125.5,14808700
2,20180213123456,1126.0,14819800
3,20180213123501,1126.0,14881500
4,20180213123505,1126.0,14917500
5,20180213123509,1126.0,14917500
6,20180213123514,1126.0,14917500
7,20180213123518,1126.5,14918900
8,20180213123522,1126.5,14918900
9,20180213123525,1126.0,14919800
10,20180213123529,1126.5,14943000
11,20180213123532,1126.5,14943000
12,20180213123536,1126.5,14943000
13,20180213123540,1127.5,14961000
14,20180213123545,1127.5,14967100
15,20180213123548,1127.5,14967300
16,20180213123553,1127.5,14967300
17,20180213123557,1127.5,14969000
18,20180213123602,1127.5,14969000
19,20180213123607,1127.0,14975800
20,20180213123610,1127.0,14975800
21,20180213123613,1127.0,14976100
22,20180213123618,1127.0,14978800
23,20180213123622,1127.0,14979200
24,20180213123625,1127.0,14982100
25,20180213123628,1127.0,14983100
26,20180213123633,1127.0,14985200
27,20180213123636,1127.0,14985300
28,20180213123642,1127.0,14986900
29,20180213123647,1127.0,15005600
30,20180213123651,1127.0,15009800
31,20180213123655,1127.0,15009800
32,20180213123658,1127.5,15010900
33,20180213123702,1127.5,15011000
34,20180213123707,1127.5,15011000
35,20180213123712,1127.5,15011000
36,20180213123717,1127.0,15011700
37,20180213123722,1127.0,15011800
38,20180213123727,1127.5,15012000
39,20180213123733,1127.5,15012000
40,20180213123737,1127.0,15012100
41,20180213123740,1127.0,15012400
42,20180213123745,1127.0,15012400
43,20180213123749,1127.5,15014100
44,20180213123755,1127.5,15014100
45,20180213123800,1127.5,15014100
46,20180213123803,1127.0,15014300
47,20180213123806,1127.5,15016000
48,20180213123809,1126.5,15051400
49,20180213123814,1126.5,15051400
50,20180213123817,1127.0,15063400
51,20180213123821,1126.5,15064700
52,20180213123824,1126.5,15077300
53,20180213123829,1125.5,15129000
54,20180213123833,1125.0,15167700
55,20180213123836,1125.0,15205900
56,20180213123840,1125.5,15229500
57,20180213123844,1125.5,15237500
58,20180213123847,1125.5,15237500
59,20180213123852,1126.0,15253100
60,20180213123858,1126.0,15253800
61,20180213123901,1126.0,15253800
62,20180213123904,1126.0,15253800
63,20180213123907,1126.0,15253800
64,20180213123912,1126.0,15253800
65,20180213123917,1126.5,15277100
66,20180213123920,1126.0,15277600
67,20180213123925,1126.0,15277600
68,20180213123928,1125.5,15290600
69,20180213123933,1125.5,15290700
70,20180213123939,1124.0,15413500
71,20180213123943,1124.5,15448300
72,20180213123947,1124.5,15448300
73,20180213123950,1124.5,15450700
74,20180213123955,1124.5,15451000
75,20180213123958,1125.5,15511500
76,20180213124002,1125.5,15511500
77,20180213124007,1125.5,15511500
78,20180213124010,1126.0,15512800
79,20180213124014,1126.0,15512800
80,20180213124020,1126.0,15512800
81,20180213124025,1126.0,15514300
82,20180213124030,1126.0,15516000
83,20180213124034,1126.0,15529200
84,20180213124039,1126.0,15529200
85,20180213124043,1126.0,15533900
86,20180213124048,1126.5,15537300
87,20180213124052,1126.0,15542600
88,20180213124055,1126.0,15543600
89,20180213124058,1126.0,15543700
90,20180213124103,1125.5,15544200
91,20180213124107,1126.0,15562600
92,20180213124110,1126.0,15562600
93,20180213124113,1126.0,15563600
94,20180213124116,1126.0,15563600
95,20180213124120,1126.0,15563600
96,20180213124123,1126.0,15563600
97,20180213124129,1126.5,15565800
98,20180213124133,1126.5,15565800
99,20180213124136,1126.5,15565800
100,20180213124140,1126.0,15565900
101,20180213124144,1126.5,15570100
102,20180213124148,1127.0,15601300
103,20180213124153,1126.5,15603400
104,20180213124158,1126.5,15603800
105,20180213124202,1126.5,15603800
106,20180213124206,1126.5,15605400
107,20180213124211,1126.5,15605400
108,20180213124216,1126.5,15612700
109,20180213124220,1127.0,15613100
110,20180213124223,1127.0,15614600
111,20180213124228,1127.0,15614600
112,20180213124232,1126.5,15615200
113,20180213124236,1126.5,15615200
114,20180213124240,1126.5,15615200
115,20180213124245,1127.0,15616800
116,20180213124249,1127.0,15616800
117,20180213124253,1126.5,15616900
118,20180213124258,1126.5,15616900
119,20180213124301,1126.5,15617000
120,20180213124305,1127.0,15619100
121,20180213124310,1126.5,15637400
122,20180213124315,1126.5,15637400
123,20180213124318,1126.5,15637400
124,20180213124323,1126.5,15637400
125,20180213124328,1126.5,15637600
126,20180213124333,1126.5,15637600
127,20180213124337,1126.5,15637600
128,20180213124342,1126.5,15637600
129,20180213124345,1126.5,15639500
130,20180213124349,1126.5,15639500
131,20180213124354,1126.5,15640900
132,20180213124357,1126.5,15640900
133,20180213124403,1126.5,15640900
134,20180213124407,1127.0,15671200
135,20180213124410,1127.0,15671400
136,20180213124415,1127.0,15675300
137,20180213124419,1126.5,15676800
138,20180213124425,1126.0,15676900
139,20180213124430,1126.0,15676900
140,20180213124433,1126.0,15677100
141,20180213124437,1126.5,15677300
142,20180213124441,1126.5,15677300
143,20180213124446,1126.5,15678700
144,20180213124451,1126.5,15678700
145,20180213124454,1126.5,15678700
146,20180213124458,1126.5,15678700
147,20180213124503,1126.5,15678700
148,20180213124507,1126.5,15680400
149,20180213124510,1126.5,15683800
150,20180213124513,1126.0,15712700
151,20180213124517,1125.5,15713200
152,20180213124523,1126.0,15713300
153,20180213124526,1125.5,15732500
154,20180213124531,1125.5,15732500
155,20180213124534,1125.0,15753800
156,20180213124538,1125.0,15785700
157,20180213124542,1125.0,15786900
158,20180213124546,1125.0,15798700
159,20180213124550,1125.0,15798700
160,20180213124554,1125.0,15798700
161,20180213124557,1125.0,15812900
162,20180213124602,1125.0,15812900
163,20180213124606,1124.5,15813000
164,20180213124610,1124.5,15813100
165,20180213124613,1124.5,15813100
166,20180213124619,1124.5,15820100
167,20180213124624,1124.5,15820300
168,20180213124629,1124.5,15836500
169,20180213124632,1125.0,15837500
170,20180213124636,1125.0,15838500
171,20180213124640,1124.5,15838600
172,20180213124643,1124.5,15838600
173,20180213124648,1125.0,15839400
174,20180213124651,1125.0,15839700
175,20180213124655,1125.0,15839700
176,20180213124701,1125.0,15839700
177,20180213124705,1124.5,15840100
178,20180213124708,1125.0,15840800
179,20180213124713,1125.0,15841000
180,20180213124717,1124.5,15841100
181,20180213124723,1125.0,15841300
182,20180213124726,1125.0,15849300
183,20180213124729,1125.0,15849300
184,20180213124733,1125.0,15849600
185,20180213124736,1125.0,15849600
186,20180213124740,1125.0,15849600
187,20180213124744,1125.0,15849600
188,20180213124747,1125.0,15865500
189,20180213124752,1124.5,15865700
190,20180213124756,1124.5,15865800
191,20180213124802,1124.5,15865800
192,20180213124805,1125.0,15868100
193,20180213124809,1125.0,15868100
194,20180213124813,1125.0,15868100
195,20180213124816,1125.0,15868100
196,20180213124821,1125.0,15868100
197,20180213124826,1125.0,15868500
198,20180213124830,1125.0,15870200
199,20180213124834,1125.0,15870200
200,20180213124839,1124.5,15871200
201,20180213124842,1125.0,15871500
202,20180213124845,1125.0,15873300
203,20180213124848,1125.0,15873700
204,20180213124852,1125.0,15873900
205,20180213124855,1125.0,15874500
206,20180213124900,1125.0,15874500
207,20180213124905,1125.0,15874500
208,20180213124910,1124.5,15876600
209,20180213124915,1124.5,15895400
210,20180213124920,1124.5,15895400
211,20180213124925,1125.0,15895900
212,20180213124928,1124.5,15900900
213,20180213124934,1124.5,15900900
214,20180213124939,1124.5,15900900
215,20180213124942,1124.5,15901100
216,20180213124945,1125.0,15901300
217,20180213124950,1125.0,15936600
218,20180213124955,1125.5,15940500
219,20180213125001,1125.5,15940500
220,20180213125006,1125.0,15940600
221,20180213125009,1125.0,15941600
222,20180213125014,1125.0,15954200
223,20180213125019,1125.0,15954200
224,20180213125025,1125.0,15954200
225,20180213125030,1125.0,15954300
226,20180213125034,1125.0,15954300
227,20180213125039,1125.0,15954300
228,20180213125043,1125.0,15956100
229,20180213125046,1125.0,15958500
230,20180213125051,1124.5,15958600
231,20180213125056,1124.5,15958600
232,20180213125101,1124.0,15990100
233,20180213125105,1124.0,16033100
234,20180213125110,1123.5,16066000
235,20180213125113,1123.5,16111600
236,20180213125117,1123.5,16112100
237,20180213125122,1123.5,16112100
238,20180213125126,1123.5,16112100
239,20180213125131,1123.5,16113100
240,20180213125134,1123.5,16135600
241,20180213125138,1124.0,16135800
242,20180213125143,1124.0,16135900
243,20180213125146,1124.0,16135900
244,20180213125151,1124.0,16136000
245,20180213125155,1124.0,16154400
246,20180213125158,1124.0,16177300
247,20180213125202,1124.0,16178100
248,20180213125206,1124.0,16178800
249,20180213125210,1124.0,16178800
250,20180213125213,1124.0,16178800
251,20180213125218,1124.0,16178800
252,20180213125223,1123.5,16180800
253,20180213125229,1124.0,16180900
254,20180213125232,1124.0,16181100
255,20180213125237,1123.5,16181200
256,20180213125240,1123.5,16181200
257,20180213125243,1124.0,16182200
258,20180213125248,1124.0,16182200
259,20180213125253,1124.0,16182200
260,20180213125258,1124.0,16182200
261,20180213125302,1124.0,16182200
262,20180213125307,1124.0,16182200
263,20180213125311,1124.0,16183100
264,20180213125316,1124.0,16183100
265,20180213125321,1124.0,16183100
266,20180213125326,1124.0,16199500
267,20180213125331,1124.0,16199500
268,20180213125336,1124.0,16209400
269,20180213125340,1124.0,16209700
270,20180213125343,1124.0,16209700
271,20180213125347,1124.0,16209700
