,0,1,2
0,20180215135551,1113.5,12903600
1,20180215135555,1113.5,12903600
2,20180215135600,1114.0,12921000
3,20180215135604,1114.0,12921000
4,20180215135608,1114.0,12921000
5,20180215135612,1114.0,12921000
6,20180215135616,1114.0,12921000
7,20180215135621,1114.0,12921100
8,20180215135626,1114.0,12921300
9,20180215135630,1114.5,12935500
10,20180215135633,1114.5,12935800
11,20180215135636,1114.5,12935800
12,20180215135640,1114.5,12935800
13,20180215135644,1114.5,12935900
14,20180215135648,1114.5,12935900
15,20180215135653,1114.5,12935900
16,20180215135656,1114.5,12935900
17,20180215135659,1114.5,12936000
18,20180215135704,1114.5,12936500
19,20180215135710,1114.5,12936500
20,20180215135713,1114.5,12937100
21,20180215135718,1114.5,12937200
22,20180215135723,1114.0,12937300
23,20180215135728,1114.0,12937300
24,20180215135731,1114.5,12938000
25,20180215135736,1114.5,12938000
26,20180215135740,1114.0,12938100
27,20180215135744,1114.5,12938300
28,20180215135747,1114.5,12938300
29,20180215135751,1114.5,12938300
30,20180215135755,1114.5,12938300
31,20180215135758,1114.5,12939300
32,20180215135801,1114.5,12939300
33,20180215135804,1114.0,12939500
34,20180215135809,1114.0,12939500
35,20180215135812,1114.0,12977700
36,20180215135823,1114.0,12990700
37,20180215135828,1114.0,12990800
38,20180215135831,1114.0,12990800
39,20180215135836,1114.0,12990800
40,20180215135842,1114.0,12990800
41,20180215135846,1114.0,12990800
42,20180215135851,1113.5,12991400
43,20180215135854,1113.5,12991900
44,20180215135859,1113.5,12992000
45,20180215135904,1113.5,12992200
46,20180215135908,1113.5,12992200
47,20180215135912,1113.5,12992200
48,20180215135917,1114.0,12996800
49,20180215135921,1114.5,13027600
50,20180215135927,1114.5,13027600
51,20180215135930,1114.5,13063600
52,20180215135935,1114.5,13063600
53,20180215135940,1114.5,13065400
54,20180215135944,1114.5,13065900
55,20180215135947,1114.5,13095300
56,20180215135952,1115.0,13095600
57,20180215135956,1115.0,13095600
58,20180215135959,1115.0,13095600
59,20180215140002,1115.0,13095600
60,20180215140005,1115.0,13095600
61,20180215140010,1115.0,13095600
62,20180215140015,1115.0,13095600
63,20180215140019,1114.5,13095800
64,20180215140023,1114.5,13096000
65,20180215140028,1114.5,13096000
66,20180215140031,1114.5,13096000
67,20180215140035,1114.5,13096000
68,20180215140038,1114.5,13096000
69,20180215140043,1114.5,13096200
70,20180215140046,1114.5,13096200
71,20180215140049,1114.5,13096300
72,20180215140054,1115.0,13097300
73,20180215140059,1115.0,13097300
74,20180215140102,1115.0,13097300
75,20180215140106,1115.0,13097300
76,20180215140111,1115.0,13098400
77,20180215140116,1114.5,13098600
78,20180215140119,1114.5,13099000
79,20180215140124,1114.5,13099000
80,20180215140127,1114.5,13099000
81,20180215140130,1114.5,13109200
82,20180215140135,1114.5,13109400
83,20180215140140,1115.0,13111000
84,20180215140145,1114.5,13111100
85,20180215140151,1114.5,13111100
86,20180215140154,1114.5,13111900
87,20180215140157,1114.5,13112300
88,20180215140202,1114.5,13136200
89,20180215140205,1114.5,13146900
90,20180215140211,1114.5,13146900
91,20180215140214,1114.5,13146900
92,20180215140218,1114.5,13146900
93,20180215140222,1114.5,13146900
94,20180215140227,1114.5,13166300
95,20180215140231,1114.5,13166300
96,20180215140235,1114.5,13166300
97,20180215140240,1114.0,13166600
98,20180215140245,1114.5,13167200
99,20180215140248,1114.5,13167200
100,20180215140253,1114.5,13167200
101,20180215140257,1114.5,13167200
102,20180215140302,1114.0,13195300
103,20180215140307,1114.0,13195300
104,20180215140311,1114.0,13198400
105,20180215140316,1114.0,13210600
106,20180215140321,1113.5,13222300
107,20180215140324,1113.5,13222800
108,20180215140328,1113.5,13222800
109,20180215140331,1113.5,13222800
110,20180215140334,1114.0,13223800
111,20180215140337,1114.0,13223800
112,20180215140340,1114.0,13223800
113,20180215140344,1114.0,13224500
114,20180215140350,1113.5,13224800
115,20180215140353,1113.5,13224800
116,20180215140357,1113.5,13224800
117,20180215140402,1113.5,13224800
118,20180215140407,1113.5,13224800
119,20180215140413,1113.5,13249000
120,20180215140417,1113.5,13250300
121,20180215140422,1113.5,13265300
122,20180215140427,1113.5,13265300
123,20180215140431,1113.5,13265300
124,20180215140434,1113.5,13280900
125,20180215140440,1113.5,13280900
126,20180215140443,1113.5,13281200
127,20180215140448,1113.5,13281200
128,20180215140452,1113.5,13281700
129,20180215140455,1113.5,13282200
130,20180215140500,1113.5,13282200
131,20180215140504,1113.5,13294000
132,20180215140507,1113.5,13295900
133,20180215140511,1113.5,13296200
134,20180215140514,1113.0,13306800
135,20180215140517,1113.0,13306800
136,20180215140522,1113.5,13307400
137,20180215140527,1113.5,13307600
138,20180215140530,1113.5,13307600
139,20180215140535,1113.5,13319800
140,20180215140539,1113.5,13319800
141,20180215140545,1113.5,13320800
142,20180215140549,1113.5,13320800
143,20180215140553,1113.5,13320800
144,20180215140558,1113.5,13321000
145,20180215140601,1113.5,13321100
146,20180215140606,1113.0,13321300
147,20180215140612,1113.5,13321400
148,20180215140617,1114.0,13340400
149,20180215140622,1113.5,13340800
150,20180215140626,1113.5,13340800
