,0,1,2
0,20180214131233,1106.0,12924300
1,20180214131236,1106.0,12924300
2,20180214131241,1106.5,12950500
3,20180214131245,1107.0,12951600
4,20180214131248,1107.0,12951600
5,20180214131253,1106.5,12952500
6,20180214131258,1106.5,12952500
7,20180214131301,1107.0,12952900
8,20180214131304,1106.5,12957800
9,20180214131308,1106.5,12957800
10,20180214131314,1106.5,12957800
11,20180214131317,1107.0,12958800
12,20180214131321,1106.5,12959000
13,20180214131324,1107.0,12960100
14,20180214131327,1107.0,12960100
15,20180214131332,1107.0,12960100
16,20180214131336,1107.0,13004900
17,20180214131340,1107.0,13013000
18,20180214131345,1107.0,13013000
19,20180214131350,1107.0,13013000
20,20180214131353,1107.0,13013300
21,20180214131357,1107.0,13013300
22,20180214131403,1107.0,13013600
23,20180214131406,1107.0,13013600
24,20180214131410,1107.0,13054300
25,20180214131414,1107.0,13054700
26,20180214131417,1107.0,13054700
27,20180214131421,1107.0,13054800
28,20180214131426,1107.0,13055800
29,20180214131431,1107.0,13068100
30,20180214131436,1107.0,13068100
31,20180214131440,1107.0,13068100
32,20180214131445,1107.5,13068300
33,20180214131450,1107.0,13070800
34,20180214131453,1107.5,13072800
35,20180214131457,1106.5,13088100
36,20180214131502,1107.0,13088300
37,20180214131505,1107.0,13088300
38,20180214131511,1107.0,13088500
39,20180214131514,1107.0,13088700
40,20180214131518,1107.0,13088900
41,20180214131522,1107.0,13091400
42,20180214131526,1107.0,13094600
43,20180214131532,1107.0,13102900
44,20180214131536,1106.5,13110400
45,20180214131539,1106.5,13110400
46,20180214131543,1106.5,13110400
47,20180214131547,1107.0,13111700
48,20180214131551,1107.0,13111700
49,20180214131556,1107.0,13111800
50,20180214131559,1107.0,13111800
51,20180214131604,1107.0,13111800
52,20180214131607,1106.5,13113000
53,20180214131612,1106.5,13113000
54,20180214131617,1107.0,13114600
55,20180214131622,1107.0,13114900
56,20180214131626,1107.0,13115200
57,20180214131629,1106.5,13177300
58,20180214131634,1106.5,13177300
59,20180214131639,1106.5,13177500
60,20180214131643,1106.5,13182200
61,20180214131648,1106.5,13182400
62,20180214131651,1106.5,13184400
63,20180214131654,1106.5,13185500
64,20180214131658,1106.5,13185500
65,20180214131704,1106.5,13185500
66,20180214131709,1106.0,13185800
67,20180214131712,1106.0,13188700
68,20180214131715,1106.0,13188700
69,20180214131718,1106.0,13188700
70,20180214131721,1106.0,13188700
71,20180214131726,1106.5,13188900
72,20180214131731,1106.5,13188900
73,20180214131735,1106.0,13195000
74,20180214131738,1106.0,13195000
75,20180214131742,1106.0,13195200
76,20180214131747,1106.0,13195700
77,20180214131751,1106.0,13195700
78,20180214131754,1106.0,13195800
79,20180214131757,1106.0,13198200
80,20180214131801,1106.0,13198200
81,20180214131805,1106.0,13198200
82,20180214131811,1106.0,13198200
83,20180214131816,1106.5,13198300
84,20180214131821,1106.0,13198400
85,20180214131825,1106.5,13200700
86,20180214131830,1106.0,13202800
87,20180214131835,1106.0,13204800
88,20180214131840,1106.0,13204900
89,20180214131843,1106.5,13208200
90,20180214131846,1106.5,13208200
91,20180214131849,1106.5,13208200
92,20180214131855,1106.5,13208200
93,20180214131859,1106.0,13209400
94,20180214131904,1106.0,13209400
95,20180214131907,1106.0,13209600
96,20180214131912,1106.0,13210500
97,20180214131916,1106.5,13210900
98,20180214131921,1106.5,13211500
99,20180214131925,1106.5,13211700
100,20180214131928,1106.5,13211700
101,20180214131932,1106.5,13212700
102,20180214131936,1106.5,13214200
103,20180214131941,1106.5,13214300
104,20180214131944,1106.5,13214900
105,20180214131947,1106.0,13215400
106,20180214131951,1106.0,13215400
107,20180214131954,1106.0,13215500
108,20180214131959,1106.0,13258000
109,20180214132003,1106.0,13267800
110,20180214132008,1106.0,13267800
111,20180214132012,1106.5,13312900
112,20180214132015,1106.5,13312900
113,20180214132018,1106.5,13312900
114,20180214132022,1106.5,13318900
115,20180214132028,1106.5,13321600
116,20180214132033,1106.5,13321600
117,20180214132038,1106.5,13321700
118,20180214132041,1106.5,13321900
119,20180214132045,1106.5,13323800
120,20180214132050,1106.5,13324100
121,20180214132054,1106.5,13324400
122,20180214132058,1106.5,13324400
123,20180214132103,1106.5,13324400
124,20180214132108,1106.5,13333900
125,20180214132112,1106.5,13334000
126,20180214132117,1106.5,13334000
127,20180214132122,1106.5,13334000
128,20180214132126,1107.0,13373800
129,20180214132130,1107.0,13373800
130,20180214132134,1107.0,13373800
131,20180214132138,1107.5,13378800
132,20180214132142,1107.5,13378800
133,20180214132147,1107.5,13378800
134,20180214132150,1107.5,13380200
135,20180214132155,1107.5,13380200
136,20180214132200,1107.5,13380200
137,20180214132204,1107.5,13380200
138,20180214132207,1107.5,13380700
139,20180214132213,1107.5,13380700
140,20180214132216,1107.0,13381100
141,20180214132221,1107.0,13381100
142,20180214132225,1107.0,13381200
143,20180214132229,1107.0,13382700
144,20180214132232,1107.0,13382700
145,20180214132237,1107.0,13382700
146,20180214132242,1107.0,13384400
147,20180214132245,1107.0,13384400
148,20180214132248,1107.0,13384400
149,20180214132252,1107.0,13385900
150,20180214132255,1107.0,13385900
151,20180214132300,1108.0,13414000
152,20180214132303,1107.5,13427500
153,20180214132306,1107.5,13427500
154,20180214132312,1108.0,13428500
155,20180214132317,1108.0,13448500
156,20180214132322,1108.0,13448500
157,20180214132325,1108.0,13448600
158,20180214132328,1108.0,13448600
159,20180214132331,1108.0,13450700
160,20180214132336,1108.0,13451800
161,20180214132340,1108.0,13460600
162,20180214132345,1108.0,13460600
163,20180214132349,1108.0,13461800
164,20180214132354,1107.5,13461900
165,20180214132400,1108.0,13462000
166,20180214132405,1108.0,13465400
167,20180214132409,1108.0,13465700
168,20180214132413,1108.0,13465700
169,20180214132416,1108.0,13465700
170,20180214132421,1108.0,13494000
171,20180214132426,1108.0,13494000
172,20180214132431,1108.0,13494000
173,20180214132434,1108.0,13494000
174,20180214132437,1108.5,13495400
175,20180214132441,1108.5,13496500
176,20180214132445,1108.5,13496500
177,20180214132448,1108.5,13497900
178,20180214132451,1108.5,13497900
179,20180214132456,1108.5,13497900
180,20180214132501,1108.5,13497900
181,20180214132504,1108.5,13498000
182,20180214132508,1108.5,13498000
183,20180214132512,1108.5,13498000
184,20180214132516,1108.5,13498000
185,20180214132520,1108.5,13498000
186,20180214132525,1108.5,13498400
187,20180214132528,1108.5,13498400
188,20180214132531,1108.5,13498400
189,20180214132535,1108.0,13498500
190,20180214132539,1108.5,13500200
191,20180214132542,1108.0,13502200
192,20180214132546,1108.0,13502200
193,20180214132551,1108.0,13502200
194,20180214132554,1108.0,13503800
195,20180214132558,1108.0,13503900
196,20180214132602,1108.5,13545300
197,20180214132606,1108.5,13545300
198,20180214132612,1108.0,13546300
199,20180214132616,1108.0,13556800
200,20180214132619,1108.0,13556800
201,20180214132623,1108.0,13556900
202,20180214132626,1108.5,13557100
203,20180214132632,1108.5,13557100
204,20180214132637,1108.0,13557400
205,20180214132640,1108.5,13557500
206,20180214132644,1108.5,13557500
207,20180214132648,1108.5,13589700
208,20180214132654,1108.0,13589800
209,20180214132657,1108.0,13589800
210,20180214132700,1108.0,13589800
211,20180214132704,1108.5,13604600
212,20180214132707,1108.5,13604600
213,20180214132713,1108.5,13604600
214,20180214132716,1108.5,13604600
215,20180214132720,1108.5,13607800
216,20180214132724,1108.5,13607800
217,20180214132728,1108.5,13607800
