,0,1
0,20180227134724,1103515.0
1,20180227134726,1103515.0
2,20180227134729,1103515.0
3,20180227134731,1103506.0
4,20180227134732,1103503.0
5,20180227134735,1103520.0
6,20180227134737,1103520.0
7,20180227134738,1103517.0
8,20180227134740,1103517.0
9,20180227134742,1103517.0
10,20180227134743,1103515.0
11,20180227134745,1103801.0
12,20180227134748,1103500.0
13,20180227134749,1104000.0
14,20180227134750,1104000.0
15,20180227134751,1104000.0
16,20180227134752,1103941.0
17,20180227134754,1104000.0
18,20180227134756,1104025.0
19,20180227134758,1104036.0
20,20180227134759,1104036.0
21,20180227134801,1104041.0
22,20180227134802,1104041.0
23,20180227134805,1104500.0
24,20180227134807,1104000.0
25,20180227134809,1104025.0
26,20180227134811,1104500.0
27,20180227134813,1104500.0
28,20180227134814,1104500.0
29,20180227134815,1104051.0
30,20180227134818,1104046.0
31,20180227134819,1104500.0
32,20180227134821,1104500.0
33,20180227134823,1104500.0
34,20180227134824,1103767.0
35,20180227134826,1103766.0
36,20180227134828,1103761.0
37,20180227134830,1103761.0
38,20180227134831,1103756.0
39,20180227134833,1103756.0
40,20180227134836,1103756.0
41,20180227134837,1104499.0
42,20180227134838,1104499.0
43,20180227134841,1104497.0
44,20180227134842,1104497.0
45,20180227134844,1103940.0
46,20180227134847,1104499.0
47,20180227134848,1104499.0
48,20180227134850,1104499.0
49,20180227134852,1104499.0
50,20180227134854,1103935.0
51,20180227134855,1103935.0
52,20180227134858,1104500.0
53,20180227134900,1104482.0
54,20180227134903,1104484.0
55,20180227134904,1104484.0
56,20180227134907,1104484.0
57,20180227134908,1104002.0
58,20180227134911,1104474.0
59,20180227134912,1104474.0
60,20180227134915,1104474.0
61,20180227134916,1104462.0
62,20180227134918,1104001.0
63,20180227134920,1103757.0
64,20180227134922,1103601.0
65,20180227134923,1104063.0
66,20180227134926,1103996.0
67,20180227134928,1104057.0
68,20180227134930,1103992.0
69,20180227134931,1103605.0
70,20180227134932,1103600.0
71,20180227134934,1103600.0
72,20180227134936,1103600.0
73,20180227134938,1103501.0
74,20180227134940,1103501.0
75,20180227134941,1103501.0
76,20180227134942,1103600.0
77,20180227134944,1103600.0
78,20180227134946,1103600.0
79,20180227134947,1103600.0
80,20180227134949,1103600.0
81,20180227134951,1103600.0
82,20180227134953,1103600.0
83,20180227134955,1103625.0
84,20180227134957,1103600.0
85,20180227134959,1103600.0
86,20180227135000,1103625.0
87,20180227135001,1103600.0
88,20180227135003,1103600.0
89,20180227135005,1103625.0
90,20180227135007,1103625.0
91,20180227135008,1103600.0
92,20180227135010,1103600.0
93,20180227135012,1103501.0
94,20180227135014,1103200.0
95,20180227135017,1103497.0
96,20180227135019,1103497.0
97,20180227135021,1103209.0
98,20180227135024,1103499.0
99,20180227135025,1103496.0
100,20180227135028,1104000.0
101,20180227135030,1104001.0
102,20180227135033,1104000.0
103,20180227135035,1104000.0
104,20180227135037,1104392.0
105,20180227135039,1104392.0
106,20180227135042,1104382.0
107,20180227135044,1104004.0
108,20180227135047,1104392.0
109,20180227135048,1104030.0
110,20180227135051,1104035.0
111,20180227135052,1104382.0
112,20180227135054,1104382.0
113,20180227135055,1104382.0
114,20180227135057,1104380.0
115,20180227135058,1104380.0
116,20180227135101,1104025.0
117,20180227135102,1104050.0
118,20180227135105,1104435.0
119,20180227135106,1104045.0
120,20180227135108,1104031.0
121,20180227135110,1104045.0
122,20180227135112,1104045.0
123,20180227135115,1104045.0
124,20180227135117,1104190.0
125,20180227135120,1104190.0
126,20180227135123,1104001.0
127,20180227135124,1104050.0
128,20180227135126,1104190.0
129,20180227135128,1104190.0
130,20180227135130,1104190.0
131,20180227135133,1104190.0
132,20180227135134,1104515.0
133,20180227135136,1104858.0
134,20180227135140,1104190.0
135,20180227135142,1104515.0
136,20180227135143,1104515.0
137,20180227135146,1104515.0
138,20180227135147,1104042.0
139,20180227135149,1104042.0
