,0,1
0,20180228142830,1172606.0
1,20180228142831,1172606.0
2,20180228142832,1172606.0
3,20180228142834,1172611.0
4,20180228142835,1172611.0
5,20180228142837,1172610.0
6,20180228142839,1172604.0
7,20180228142840,1172604.0
8,20180228142842,1172604.0
9,20180228142845,1172599.0
10,20180228142846,1172599.0
11,20180228142847,1172599.0
12,20180228142848,1172594.0
13,20180228142849,1172594.0
14,20180228142850,1172900.0
15,20180228142854,1172999.0
16,20180228142856,1173024.0
17,20180228142858,1173024.0
18,20180228142900,1173000.0
19,20180228142902,1173024.0
20,20180228142903,1173024.0
21,20180228142904,1173095.0
22,20180228142906,1173100.0
23,20180228142909,1173100.0
24,20180228142911,1173111.0
25,20180228142913,1173198.0
26,20180228142915,1173555.0
27,20180228142918,1173555.0
28,20180228142921,1173580.0
29,20180228142923,1173580.0
30,20180228142924,1173594.0
31,20180228142926,1173607.0
32,20180228142927,1173607.0
33,20180228142929,1173607.0
34,20180228142930,1173607.0
35,20180228142932,1173607.0
36,20180228142934,1173607.0
37,20180228142935,1173604.0
38,20180228142936,1173555.0
39,20180228142938,1173580.0
40,20180228142939,1173310.0
41,20180228142941,1173309.0
42,20180228142944,1173302.0
43,20180228142945,1173302.0
44,20180228142946,1173580.0
45,20180228142947,1173580.0
46,20180228142949,1173579.0
47,20180228142951,1173101.0
48,20180228142953,1173101.0
49,20180228142955,1173101.0
50,20180228142957,1173106.0
51,20180228142958,1173101.0
52,20180228143000,1173100.0
53,20180228143002,1173100.0
54,20180228143003,1173100.0
55,20180228143005,1173500.0
56,20180228143007,1173500.0
57,20180228143009,1173110.0
58,20180228143010,1173500.0
59,20180228143012,1173579.0
60,20180228143014,1173580.0
61,20180228143015,1173585.0
62,20180228143017,1173385.0
63,20180228143019,1173385.0
64,20180228143021,1173116.0
65,20180228143022,1173116.0
66,20180228143023,1173116.0
67,20180228143025,1173105.0
68,20180228143027,1173100.0
69,20180228143028,1173100.0
70,20180228143029,1173584.0
71,20180228143030,1173584.0
72,20180228143032,1173584.0
73,20180228143035,1173584.0
74,20180228143036,1173584.0
75,20180228143038,1173101.0
76,20180228143039,1173584.0
77,20180228143041,1173103.0
78,20180228143043,1173103.0
79,20180228143044,1173103.0
80,20180228143046,1173103.0
81,20180228143048,1173584.0
82,20180228143050,1173584.0
83,20180228143051,1173584.0
84,20180228143052,1173607.0
85,20180228143054,1173680.0
86,20180228143056,1173680.0
87,20180228143057,1173500.0
88,20180228143059,1173780.0
89,20180228143100,1173780.0
90,20180228143101,1173780.0
91,20180228143103,1173780.0
92,20180228143105,1173780.0
93,20180228143107,1173780.0
94,20180228143108,1173800.0
95,20180228143109,1173625.0
96,20180228143110,1173625.0
97,20180228143111,1173607.0
98,20180228143113,1173607.0
99,20180228143114,1173607.0
100,20180228143115,1173615.0
101,20180228143117,1173615.0
102,20180228143119,1173614.0
103,20180228143122,1173614.0
104,20180228143124,1173620.0
105,20180228143125,1173620.0
106,20180228143126,1173620.0
107,20180228143128,1173800.0
108,20180228143129,1173800.0
109,20180228143131,1173888.0
110,20180228143133,1173905.0
111,20180228143135,1173892.0
112,20180228143136,1173892.0
113,20180228143138,1173892.0
114,20180228143142,1173989.0
115,20180228143144,1173989.0
116,20180228143145,1173989.0
117,20180228143147,1173989.0
118,20180228143148,1173660.0
119,20180228143150,1173654.0
120,20180228143151,1173654.0
121,20180228143153,1173654.0
122,20180228143154,1173654.0
123,20180228143155,1173654.0
124,20180228143157,1173654.0
125,20180228143158,1173654.0
126,20180228143159,1173654.0
127,20180228143200,1173654.0
128,20180228143202,1173654.0
129,20180228143204,1173654.0
130,20180228143207,1173654.0
131,20180228143208,1173654.0
132,20180228143209,1173647.0
133,20180228143211,1173647.0
134,20180228143212,1173647.0
135,20180228143213,1173647.0
136,20180228143215,1173617.0
137,20180228143216,1173617.0
138,20180228143218,1173618.0
139,20180228143219,1173647.0
140,20180228143221,1173617.0
141,20180228143223,1173623.0
142,20180228143224,1173623.0
143,20180228143225,1173623.0
144,20180228143227,1173623.0
145,20180228143229,1173647.0
146,20180228143230,1173647.0
147,20180228143232,1173647.0
148,20180228143234,1173647.0
149,20180228143235,1173647.0
150,20180228143237,1173634.0
151,20180228143238,1173634.0
152,20180228143239,1173634.0
153,20180228143241,1173647.0
154,20180228143244,1173647.0
155,20180228143245,1173647.0
156,20180228143248,1173647.0
157,20180228143250,1173654.0
158,20180228143252,1173654.0
159,20180228143253,1173654.0
160,20180228143254,1173653.0
161,20180228143255,1173654.0
162,20180228143256,1173654.0
163,20180228143258,1173654.0
164,20180228143300,1173654.0
165,20180228143301,1173652.0
166,20180228143303,1173652.0
167,20180228143305,1173652.0
168,20180228143306,1173652.0
169,20180228143307,1173652.0
170,20180228143309,1173649.0
171,20180228143311,1173649.0
172,20180228143312,1173555.0
173,20180228143314,1173555.0
174,20180228143316,1173555.0
175,20180228143317,1173647.0
176,20180228143320,1173644.0
177,20180228143321,1173555.0
178,20180228143323,1173654.0
179,20180228143324,1173654.0
180,20180228143325,1173654.0
181,20180228143327,1173600.0
182,20180228143329,1173989.0
183,20180228143331,1173989.0
184,20180228143333,1173989.0
185,20180228143335,1174000.0
186,20180228143338,1174000.0
187,20180228143340,1173654.0
188,20180228143342,1173620.0
189,20180228143343,1173800.0
190,20180228143344,1173700.0
191,20180228143345,1173700.0
192,20180228143347,1174000.0
193,20180228143348,1174050.0
194,20180228143349,1174160.0
195,20180228143351,1174000.0
196,20180228143352,1174000.0
197,20180228143354,1174000.0
198,20180228143356,1174000.0
199,20180228143357,1174000.0
200,20180228143359,1174000.0
201,20180228143400,1174160.0
202,20180228143402,1174020.0
203,20180228143404,1174300.0
204,20180228143405,1174300.0
205,20180228143406,1174300.0
206,20180228143408,1174300.0
207,20180228143409,1173919.0
208,20180228143410,1174150.0
209,20180228143412,1174150.0
210,20180228143414,1174019.0
211,20180228143416,1174019.0
212,20180228143417,1174019.0
213,20180228143418,1174019.0
214,20180228143420,1174000.0
215,20180228143422,1173861.0
216,20180228143423,1173861.0
217,20180228143424,1173861.0
218,20180228143427,1173861.0
219,20180228143428,1173989.0
220,20180228143429,1173987.0
221,20180228143431,1173987.0
222,20180228143433,1174154.0
223,20180228143435,1174154.0
224,20180228143437,1174154.0
225,20180228143438,1174019.0
226,20180228143440,1174300.0
227,20180228143441,1174019.0
228,20180228143442,1174019.0
229,20180228143444,1174019.0
230,20180228143446,1174019.0
231,20180228143448,1174019.0
232,20180228143449,1173987.0
233,20180228143450,1173987.0
234,20180228143452,1173860.0
235,20180228143453,1173860.0
236,20180228143455,1173860.0
237,20180228143457,1173800.0
238,20180228143459,1173861.0
239,20180228143501,1173860.0
240,20180228143502,1173860.0
241,20180228143505,1173860.0
242,20180228143507,1173860.0
243,20180228143509,1173854.0
244,20180228143511,1173860.0
245,20180228143512,1173860.0
246,20180228143513,1173802.0
247,20180228143515,1173982.0
248,20180228143516,1173982.0
249,20180228143518,1174019.0
250,20180228143520,1174300.0
251,20180228143522,1173995.0
252,20180228143524,1173991.0
253,20180228143525,1174001.0
254,20180228143526,1174006.0
255,20180228143527,1174006.0
256,20180228143528,1174006.0
257,20180228143529,1174347.0
258,20180228143530,1174347.0
259,20180228143533,1174001.0
260,20180228143535,1173932.0
261,20180228143537,1173932.0
262,20180228143538,1173932.0
263,20180228143539,1174349.0
264,20180228143542,1174349.0
265,20180228143544,1174450.0
266,20180228143546,1174450.0
267,20180228143548,1174474.0
268,20180228143550,1174474.0
269,20180228143551,1174474.0
270,20180228143553,1174495.0
271,20180228143554,1174500.0
272,20180228143557,1174500.0
273,20180228143559,1174500.0
274,20180228143600,1174500.0
275,20180228143601,1174766.0
276,20180228143602,1174766.0
277,20180228143603,1174766.0
278,20180228143604,1174766.0
279,20180228143605,1174888.0
280,20180228143607,1174888.0
281,20180228143610,1175051.0
282,20180228143612,1175082.0
283,20180228143614,1175000.0
284,20180228143615,1175303.0
285,20180228143617,1175303.0
286,20180228143619,1175676.0
287,20180228143620,1175762.0
288,20180228143621,1175762.0
289,20180228143623,1175790.0
290,20180228143625,1175789.0
291,20180228143626,1176000.0
292,20180228143627,1176000.0
293,20180228143628,1176000.0
294,20180228143630,1176000.0
295,20180228143632,1176038.0
296,20180228143635,1176160.0
297,20180228143638,1176370.0
298,20180228143639,1176555.0
299,20180228143641,1176585.0
300,20180228143643,1176940.0
301,20180228143645,1176940.0
302,20180228143646,1176940.0
303,20180228143648,1176940.0
304,20180228143650,1176995.0
305,20180228143652,1177195.0
306,20180228143654,1177195.0
307,20180228143655,1178000.0
308,20180228143657,1177197.0
309,20180228143659,1177257.0
310,20180228143702,1178350.0
311,20180228143703,1177666.0
312,20180228143704,1177666.0
313,20180228143706,1177666.0
314,20180228143708,1178400.0
