,0,1
0,20180302112454,1180432.0
1,20180302112456,1180287.0
2,20180302112457,1179960.0
3,20180302112458,1180242.0
4,20180302112459,1179965.0
5,20180302112501,1179815.0
6,20180302112503,1179818.0
7,20180302112505,1179835.0
8,20180302112507,1179837.0
9,20180302112510,1179835.0
10,20180302112511,1179835.0
11,20180302112513,1179833.0
12,20180302112514,1179833.0
13,20180302112515,1179838.0
14,20180302112518,1179838.0
15,20180302112520,1179840.0
16,20180302112522,1179838.0
17,20180302112524,1179843.0
18,20180302112525,1179843.0
19,20180302112527,1179843.0
20,20180302112528,1179845.0
21,20180302112530,1180276.0
22,20180302112533,1180276.0
23,20180302112535,1180549.0
24,20180302112536,1180551.0
25,20180302112538,1180551.0
26,20180302112539,1180327.0
27,20180302112540,1180330.0
28,20180302112543,1180330.0
29,20180302112546,1180330.0
30,20180302112548,1180617.0
31,20180302112549,1180617.0
32,20180302112550,1180620.0
33,20180302112552,1180333.0
34,20180302112553,1180333.0
35,20180302112554,1180418.0
36,20180302112557,1180692.0
37,20180302112558,1180695.0
38,20180302112559,1180694.0
39,20180302112601,1180694.0
40,20180302112603,1180606.0
41,20180302112605,1180609.0
42,20180302112611,1180776.0
43,20180302112613,1180616.0
44,20180302112615,1180838.0
45,20180302112616,1180838.0
46,20180302112618,1180879.0
47,20180302112620,1180880.0
48,20180302112621,1180882.0
49,20180302112622,1180882.0
50,20180302112624,1180880.0
51,20180302112625,1180882.0
52,20180302112627,1180881.0
53,20180302112629,1180881.0
54,20180302112630,1180984.0
55,20180302112631,1181100.0
56,20180302112632,1180982.0
57,20180302112633,1180882.0
58,20180302112635,1180882.0
59,20180302112637,1180783.0
60,20180302112639,1181099.0
61,20180302112641,1181094.0
62,20180302112644,1181096.0
63,20180302112647,1180958.0
64,20180302112649,1180960.0
65,20180302112650,1180845.0
66,20180302112652,1180845.0
67,20180302112654,1180728.0
68,20180302112655,1180730.0
69,20180302112656,1180730.0
70,20180302112659,1180730.0
71,20180302112700,1180666.0
72,20180302112701,1180637.0
73,20180302112702,1181091.0
74,20180302112703,1181100.0
75,20180302112704,1181100.0
76,20180302112706,1181100.0
77,20180302112708,1181102.0
78,20180302112711,1181102.0
79,20180302112713,1181330.0
80,20180302112715,1181331.0
81,20180302112717,1181332.0
82,20180302112719,1181101.0
83,20180302112723,1181100.0
84,20180302112724,1180780.0
85,20180302112726,1180346.0
86,20180302112728,1180296.0
87,20180302112729,1180395.0
88,20180302112730,1180395.0
89,20180302112732,1180396.0
90,20180302112733,1180394.0
91,20180302112735,1180393.0
92,20180302112736,1180393.0
93,20180302112738,1180396.0
94,20180302112740,1180584.0
95,20180302112741,1180586.0
96,20180302112743,1180590.0
97,20180302112746,1180585.0
98,20180302112748,1180585.0
99,20180302112750,1180236.0
100,20180302112753,1180636.0
101,20180302112755,1180706.0
102,20180302112756,1180706.0
103,20180302112757,1180706.0
104,20180302112758,1180706.0
105,20180302112800,1180706.0
106,20180302112803,1180702.0
107,20180302112804,1180412.0
