,0,1
0,20180302173447,1177366.0
1,20180302173449,1177361.0
2,20180302173451,1177361.0
3,20180302173453,1177361.0
4,20180302173454,1177361.0
5,20180302173455,1177364.0
6,20180302173458,1177364.0
7,20180302173500,1177363.0
8,20180302173501,1177363.0
9,20180302173502,1177363.0
10,20180302173503,1177363.0
11,20180302173505,1177363.0
12,20180302173506,1177363.0
13,20180302173508,1177390.0
14,20180302173510,1177422.0
15,20180302173511,1177374.0
16,20180302173512,1177422.0
17,20180302173513,1177422.0
18,20180302173515,1177073.0
19,20180302173517,1177526.0
20,20180302173519,1176956.0
21,20180302173520,1177511.0
22,20180302173523,1176955.0
23,20180302173524,1176954.0
24,20180302173526,1176954.0
25,20180302173528,1176434.0
26,20180302173530,1176398.0
27,20180302173533,1177062.0
28,20180302173534,1177257.0
29,20180302173536,1177573.0
30,20180302173537,1177805.0
31,20180302173538,1177074.0
32,20180302173540,1177251.0
33,20180302173542,1177885.0
34,20180302173544,1177886.0
35,20180302173547,1178130.0
36,20180302173548,1178449.0
37,20180302173549,1178368.0
38,20180302173550,1178438.0
39,20180302173552,1178988.0
40,20180302173553,1179088.0
41,20180302173554,1179088.0
42,20180302173557,1179046.0
43,20180302173559,1178500.0
44,20180302173600,1178573.0
45,20180302173602,1178488.0
46,20180302173603,1178562.0
47,20180302173605,1178562.0
48,20180302173608,1178484.0
49,20180302173609,1178484.0
50,20180302173611,1178475.0
51,20180302173613,1178475.0
52,20180302173617,1178475.0
53,20180302173618,1178490.0
54,20180302173619,1178490.0
55,20180302173620,1178490.0
56,20180302173622,1178490.0
57,20180302173624,1178490.0
58,20180302173625,1178489.0
59,20180302173626,1178493.0
60,20180302173627,1178494.0
61,20180302173629,1178491.0
62,20180302173631,1178486.0
63,20180302173632,1178486.0
64,20180302173634,1178298.0
65,20180302173635,1177810.0
66,20180302173637,1177810.0
67,20180302173639,1177810.0
68,20180302173642,1177945.0
69,20180302173643,1177944.0
70,20180302173644,1177944.0
71,20180302173646,1178043.0
72,20180302173647,1178043.0
73,20180302173649,1178243.0
74,20180302173652,1178572.0
75,20180302173654,1178572.0
76,20180302173655,1178572.0
77,20180302173657,1178572.0
78,20180302173659,1178721.0
79,20180302173701,1178721.0
80,20180302173703,1178509.0
81,20180302173704,1178510.0
82,20180302173706,1178519.0
83,20180302173708,1178516.0
84,20180302173709,1178517.0
85,20180302173713,1178527.0
86,20180302173715,1178342.0
87,20180302173716,1178343.0
88,20180302173718,1178344.0
89,20180302173719,1178344.0
90,20180302173721,1178353.0
91,20180302173722,1178561.0
92,20180302173724,1178561.0
93,20180302173725,1178561.0
94,20180302173726,1178371.0
95,20180302173728,1178371.0
96,20180302173730,1178371.0
97,20180302173731,1178381.0
98,20180302173733,1178381.0
99,20180302173735,1178381.0
100,20180302173736,1178425.0
101,20180302173737,1177883.0
102,20180302173738,1177883.0
103,20180302173740,1178123.0
104,20180302173743,1177981.0
105,20180302173744,1177982.0
106,20180302173746,1178226.0
107,20180302173748,1178226.0
108,20180302173750,1177871.0
109,20180302173752,1178370.0
110,20180302173753,1178371.0
111,20180302173756,1178381.0
112,20180302173758,1178697.0
113,20180302173800,1178892.0
114,20180302173802,1178893.0
115,20180302173804,1178895.0
116,20180302173805,1178895.0
117,20180302173808,1178896.0
118,20180302173810,1178903.0
119,20180302173812,1178907.0
120,20180302173817,1178908.0
121,20180302173818,1178940.0
122,20180302173820,1178949.0
123,20180302173822,1178949.0
124,20180302173824,1178954.0
125,20180302173827,1178940.0
126,20180302173829,1178940.0
127,20180302173831,1178954.0
128,20180302173832,1178954.0
129,20180302173833,1178954.0
130,20180302173835,1178969.0
131,20180302173836,1178969.0
132,20180302173838,1178970.0
133,20180302173839,1179112.0
134,20180302173840,1179161.0
135,20180302173842,1179322.0
136,20180302173844,1179322.0
137,20180302173845,1179322.0
138,20180302173846,1179322.0
139,20180302173849,1179651.0
140,20180302173850,1179652.0
141,20180302173852,1179951.0
142,20180302173854,1179872.0
143,20180302173855,1179952.0
144,20180302173857,1179891.0
145,20180302173859,1179896.0
146,20180302173901,1179896.0
147,20180302173903,1179539.0
148,20180302173904,1179540.0
149,20180302173907,1179540.0
150,20180302173909,1179630.0
151,20180302173910,1179540.0
152,20180302173912,1179631.0
153,20180302173914,1179631.0
154,20180302173915,1179631.0
155,20180302173917,1179285.0
156,20180302173919,1179282.0
157,20180302173920,1179206.0
158,20180302173921,1179206.0
159,20180302173922,1179206.0
160,20180302173924,1179066.0
161,20180302173926,1179067.0
162,20180302173927,1179076.0
163,20180302173929,1178756.0
164,20180302173931,1178756.0
165,20180302173933,1179055.0
166,20180302173935,1179055.0
167,20180302173939,1179383.0
168,20180302173940,1179175.0
169,20180302173942,1179174.0
170,20180302173944,1179174.0
171,20180302173945,1178999.0
172,20180302173947,1179532.0
173,20180302173949,1178994.0
174,20180302173950,1178994.0
175,20180302173951,1179050.0
176,20180302173953,1179059.0
177,20180302173954,1179004.0
178,20180302173955,1179004.0
179,20180302173956,1179062.0
180,20180302173959,1179269.0
181,20180302174001,1179339.0
182,20180302174003,1179547.0
183,20180302174005,1179542.0
184,20180302174007,1179541.0
185,20180302174010,1179541.0
186,20180302174011,1179541.0
187,20180302174012,1179611.0
188,20180302174013,1179469.0
189,20180302174014,1179549.0
190,20180302174015,1179473.0
191,20180302174016,1179544.0
192,20180302174018,1179468.0
193,20180302174019,1179463.0
194,20180302174021,1178896.0
195,20180302174022,1178918.0
196,20180302174024,1178918.0
197,20180302174026,1178879.0
198,20180302174027,1178879.0
199,20180302174028,1178879.0
200,20180302174030,1178879.0
201,20180302174031,1178917.0
202,20180302174032,1178925.0
203,20180302174034,1178955.0
204,20180302174035,1178955.0
205,20180302174037,1179279.0
206,20180302174039,1178823.0
207,20180302174040,1178990.0
208,20180302174043,1178990.0
209,20180302174044,1178992.0
210,20180302174045,1178992.0
211,20180302174047,1178988.0
212,20180302174048,1178988.0
213,20180302174050,1178994.0
214,20180302174051,1179051.0
215,20180302174054,1179051.0
216,20180302174055,1178988.0
217,20180302174056,1178988.0
218,20180302174057,1178988.0
219,20180302174059,1178958.0
220,20180302174101,1179310.0
221,20180302174103,1179324.0
222,20180302174106,1179325.0
223,20180302174108,1179370.0
224,20180302174109,1179325.0
225,20180302174111,1179370.0
226,20180302174112,1179370.0
227,20180302174114,1179371.0
228,20180302174117,1179232.0
229,20180302174118,1178868.0
230,20180302174121,1178868.0
231,20180302174122,1178868.0
232,20180302174123,1178868.0
233,20180302174125,1178868.0
234,20180302174126,1178868.0
235,20180302174127,1179121.0
236,20180302174129,1179119.0
237,20180302174131,1179118.0
238,20180302174133,1179117.0
239,20180302174135,1179116.0
240,20180302174136,1179116.0
241,20180302174137,1179129.0
242,20180302174140,1179136.0
243,20180302174141,1179136.0
244,20180302174142,1179136.0
245,20180302174144,1179607.0
246,20180302174146,1179606.0
247,20180302174148,1179606.0
248,20180302174150,1179587.0
249,20180302174152,1179607.0
250,20180302174154,1179575.0
251,20180302174155,1179607.0
252,20180302174156,1179499.0
253,20180302174158,1179499.0
254,20180302174159,1179499.0
255,20180302174200,1179499.0
256,20180302174202,1179136.0
257,20180302174203,1179733.0
258,20180302174204,1179733.0
259,20180302174205,1179733.0
260,20180302174206,1179734.0
261,20180302174208,1179734.0
262,20180302174209,1179217.0
263,20180302174210,1179734.0
264,20180302174211,1179320.0
265,20180302174212,1179320.0
266,20180302174213,1179347.0
267,20180302174214,1179392.0
268,20180302174215,1179392.0
269,20180302174217,1179392.0
270,20180302174218,1179392.0
271,20180302174219,1179392.0
272,20180302174220,1179392.0
273,20180302174221,1179094.0
274,20180302174223,1179094.0
275,20180302174224,1179094.0
276,20180302174225,1179094.0
277,20180302174227,1179094.0
278,20180302174229,1179094.0
279,20180302174230,1179094.0
280,20180302174231,1179094.0
281,20180302174233,1179094.0
282,20180302174235,1179094.0
283,20180302174238,1178963.0
284,20180302174239,1178894.0
285,20180302174240,1178893.0
286,20180302174242,1178893.0
287,20180302174243,1178706.0
288,20180302174244,1178706.0
289,20180302174245,1178706.0
290,20180302174246,1178705.0
291,20180302174249,1178672.0
292,20180302174251,1178671.0
293,20180302174253,1178670.0
294,20180302174255,1178670.0
295,20180302174257,1178426.0
296,20180302174258,1178426.0
297,20180302174300,1178395.0
298,20180302174303,1178418.0
299,20180302174304,1178575.0
300,20180302174305,1178575.0
301,20180302174307,1178571.0
302,20180302174308,1178570.0
303,20180302174309,1178567.0
304,20180302174312,1178572.0
305,20180302174314,1178573.0
306,20180302174316,1178573.0
307,20180302174317,1178459.0
308,20180302174319,1178831.0
309,20180302174320,1178831.0
310,20180302174322,1178832.0
311,20180302174324,1178832.0
312,20180302174326,1178833.0
313,20180302174327,1178874.0
314,20180302174329,1178874.0
315,20180302174331,1178874.0
316,20180302174333,1178874.0
317,20180302174335,1178811.0
318,20180302174336,1178811.0
319,20180302174337,1178811.0
320,20180302174339,1178811.0
321,20180302174340,1178811.0
322,20180302174342,1178925.0
323,20180302174344,1178925.0
324,20180302174346,1178925.0
325,20180302174349,1178925.0
326,20180302174351,1178946.0
327,20180302174353,1178946.0
328,20180302174354,1178955.0
329,20180302174356,1179049.0
330,20180302174357,1179058.0
331,20180302174359,1179058.0
332,20180302174401,1179058.0
333,20180302174402,1179058.0
334,20180302174404,1179108.0
335,20180302174405,1178955.0
336,20180302174407,1179034.0
337,20180302174409,1179242.0
338,20180302174411,1179242.0
339,20180302174414,1179160.0
340,20180302174416,1179160.0
341,20180302174417,1179158.0
342,20180302174418,1179158.0
343,20180302174420,1179140.0
344,20180302174422,1179141.0
345,20180302174424,1179141.0
346,20180302174426,1179141.0
347,20180302174428,1179141.0
348,20180302174430,1179135.0
349,20180302174431,1179135.0
350,20180302174432,1179135.0
351,20180302174434,1179134.0
352,20180302174436,1179033.0
353,20180302174437,1179134.0
354,20180302174439,1179134.0
355,20180302174441,1179133.0
356,20180302174443,1179133.0
357,20180302174445,1179177.0
358,20180302174447,1179149.0
359,20180302174450,1179133.0
360,20180302174452,1179141.0
361,20180302174453,1179141.0
362,20180302174455,1179128.0
363,20180302174456,1178820.0
364,20180302174457,1178820.0
